,path,source,actor,gender,emotion,emotion_lb,split
806,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-06-01-02-02-14.wav,Ravdess,14,female,6,female_fearful,Train
808,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-07-01-02-01-14.wav,Ravdess,14,female,7,female_disgust,Train
809,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-01-01-01-14.wav,Ravdess,14,female,2,female_calm,Train
810,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-05-01-02-02-14.wav,Ravdess,14,female,5,female_angry,Train
811,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-02-01-01-14.wav,Ravdess,14,female,3,female_happy,Train
813,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-05-02-01-02-14.wav,Ravdess,14,female,5,female_angry,Train
816,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-01-01-02-01-14.wav,Ravdess,14,female,1,female_neutral,Train
818,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-02-02-02-14.wav,Ravdess,14,female,2,female_calm,Train
819,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-01-01-01-02-14.wav,Ravdess,14,female,1,female_neutral,Train
820,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-05-02-02-02-14.wav,Ravdess,14,female,5,female_angry,Train
821,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-02-02-01-14.wav,Ravdess,14,female,2,female_calm,Train
822,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-02-01-02-14.wav,Ravdess,14,female,2,female_calm,Train
823,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-02-01-01-14.wav,Ravdess,14,female,2,female_calm,Train
826,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-05-01-01-02-14.wav,Ravdess,14,female,5,female_angry,Train
827,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-02-02-01-14.wav,Ravdess,14,female,3,female_happy,Train
828,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-04-01-02-01-14.wav,Ravdess,14,female,4,female_sad,Train
829,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-01-01-01-14.wav,Ravdess,14,female,3,female_happy,Train
830,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-06-01-02-01-14.wav,Ravdess,14,female,6,female_fearful,Train
831,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-01-01-01-14.wav,Ravdess,14,female,8,female_surprised,Train
832,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-01-02-01-14.wav,Ravdess,14,female,8,female_surprised,Train
833,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-02-01-01-14.wav,Ravdess,14,female,8,female_surprised,Train
835,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-02-01-02-14.wav,Ravdess,14,female,8,female_surprised,Train
836,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-01-02-02-14.wav,Ravdess,14,female,8,female_surprised,Train
837,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-02-02-02-14.wav,Ravdess,14,female,8,female_surprised,Train
838,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-02-02-01-14.wav,Ravdess,14,female,8,female_surprised,Train
839,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-08-01-01-02-14.wav,Ravdess,14,female,8,female_surprised,Train
841,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-02-01-02-15.wav,Ravdess,15,male,3,male_happy,Train
842,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-01-01-02-15.wav,Ravdess,15,male,3,male_happy,Train
843,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-06-02-01-01-15.wav,Ravdess,15,male,6,male_fearful,Train
845,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-01-02-02-15.wav,Ravdess,15,male,2,male_calm,Train
846,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-01-01-02-02-15.wav,Ravdess,15,male,1,male_neutral,Train
848,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-04-02-01-02-15.wav,Ravdess,15,male,4,male_sad,Train
849,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-01-01-01-15.wav,Ravdess,15,male,3,male_happy,Train
850,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-05-01-01-02-15.wav,Ravdess,15,male,5,male_angry,Train
854,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-01-01-01-15.wav,Ravdess,15,male,2,male_calm,Train
855,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-01-01-02-15.wav,Ravdess,15,male,2,male_calm,Train
856,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-02-01-01-15.wav,Ravdess,15,male,3,male_happy,Train
858,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-02-02-01-15.wav,Ravdess,15,male,2,male_calm,Train
859,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-01-02-01-15.wav,Ravdess,15,male,3,male_happy,Train
862,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-06-02-02-01-15.wav,Ravdess,15,male,6,male_fearful,Train
863,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-01-02-02-15.wav,Ravdess,15,male,3,male_happy,Train
864,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-02-02-02-15.wav,Ravdess,15,male,3,male_happy,Train
865,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-04-01-01-02-15.wav,Ravdess,15,male,4,male_sad,Train
866,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-03-02-02-01-15.wav,Ravdess,15,male,3,male_happy,Train
868,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-04-01-02-02-15.wav,Ravdess,15,male,4,male_sad,Train
869,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-01-01-02-01-15.wav,Ravdess,15,male,1,male_neutral,Train
873,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-02-02-02-15.wav,Ravdess,15,male,2,male_calm,Train
875,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-01-02-01-15.wav,Ravdess,15,male,2,male_calm,Train
876,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-01-01-01-01-15.wav,Ravdess,15,male,1,male_neutral,Train
877,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-07-01-01-01-15.wav,Ravdess,15,male,7,male_disgust,Train
878,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-02-01-01-15.wav,Ravdess,15,male,2,male_calm,Train
880,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-05-01-01-01-15.wav,Ravdess,15,male,5,male_angry,Train
883,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-02-02-01-02-15.wav,Ravdess,15,male,2,male_calm,Train
885,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-01-01-01-02-15.wav,Ravdess,15,male,1,male_neutral,Train
886,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-07-01-02-02-15.wav,Ravdess,15,male,7,male_disgust,Train
888,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-02-01-02-15.wav,Ravdess,15,male,8,male_surprised,Train
889,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-01-02-01-15.wav,Ravdess,15,male,8,male_surprised,Train
890,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-07-02-02-01-15.wav,Ravdess,15,male,7,male_disgust,Train
891,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-01-01-02-15.wav,Ravdess,15,male,8,male_surprised,Train
893,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-02-02-01-15.wav,Ravdess,15,male,8,male_surprised,Train
894,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-07-02-01-01-15.wav,Ravdess,15,male,7,male_disgust,Train
896,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-02-01-01-15.wav,Ravdess,15,male,8,male_surprised,Train
897,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-01-01-01-15.wav,Ravdess,15,male,8,male_surprised,Train
898,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-01-02-02-15.wav,Ravdess,15,male,8,male_surprised,Train
899,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_15/03-01-08-02-02-02-15.wav,Ravdess,15,male,8,male_surprised,Train
900,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-01-01-01-01-16.wav,Ravdess,16,female,1,female_neutral,Train
902,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-04-01-02-02-16.wav,Ravdess,16,female,4,female_sad,Train
903,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-01-01-01-16.wav,Ravdess,16,female,2,female_calm,Train
904,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-02-02-02-16.wav,Ravdess,16,female,3,female_happy,Train
906,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-01-02-01-16.wav,Ravdess,16,female,3,female_happy,Train
907,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-02-02-02-16.wav,Ravdess,16,female,2,female_calm,Train
908,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-02-01-02-16.wav,Ravdess,16,female,3,female_happy,Train
909,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-05-02-01-01-16.wav,Ravdess,16,female,5,female_angry,Train
910,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-01-02-01-16.wav,Ravdess,16,female,2,female_calm,Train
911,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-02-01-02-16.wav,Ravdess,16,female,2,female_calm,Train
912,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-01-01-02-01-16.wav,Ravdess,16,female,1,female_neutral,Train
913,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-01-01-01-16.wav,Ravdess,16,female,3,female_happy,Train
920,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-01-01-02-16.wav,Ravdess,16,female,3,female_happy,Train
922,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-02-01-01-16.wav,Ravdess,16,female,2,female_calm,Train
925,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-01-01-02-16.wav,Ravdess,16,female,2,female_calm,Train
926,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-06-01-01-01-16.wav,Ravdess,16,female,6,female_fearful,Train
927,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-02-02-01-16.wav,Ravdess,16,female,2,female_calm,Train
928,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-02-02-01-16.wav,Ravdess,16,female,3,female_happy,Train
929,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-05-02-02-02-16.wav,Ravdess,16,female,5,female_angry,Train
930,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-02-01-01-16.wav,Ravdess,16,female,3,female_happy,Train
931,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-02-01-02-02-16.wav,Ravdess,16,female,2,female_calm,Train
932,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-01-01-01-02-16.wav,Ravdess,16,female,1,female_neutral,Train
935,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-04-01-02-01-16.wav,Ravdess,16,female,4,female_sad,Train
936,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-03-01-02-02-16.wav,Ravdess,16,female,3,female_happy,Train
940,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-01-01-02-02-16.wav,Ravdess,16,female,1,female_neutral,Train
941,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-02-01-02-16.wav,Ravdess,16,female,8,female_surprised,Train
943,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-02-02-02-16.wav,Ravdess,16,female,8,female_surprised,Train
944,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-01-01-02-16.wav,Ravdess,16,female,8,female_surprised,Train
946,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-06-02-01-02-16.wav,Ravdess,16,female,6,female_fearful,Train
948,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-06-02-02-02-16.wav,Ravdess,16,female,6,female_fearful,Train
949,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-02-02-01-16.wav,Ravdess,16,female,8,female_surprised,Train
951,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-07-02-02-02-16.wav,Ravdess,16,female,7,female_disgust,Train
952,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-07-01-01-01-16.wav,Ravdess,16,female,7,female_disgust,Train
954,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-01-02-02-16.wav,Ravdess,16,female,8,female_surprised,Train
955,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-07-01-01-02-16.wav,Ravdess,16,female,7,female_disgust,Train
956,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-02-01-01-16.wav,Ravdess,16,female,8,female_surprised,Train
957,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-01-02-01-16.wav,Ravdess,16,female,8,female_surprised,Train
958,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_16/03-01-08-01-01-01-16.wav,Ravdess,16,female,8,female_surprised,Train
960,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-01-01-02-17.wav,Ravdess,17,male,3,male_happy,Train
961,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-02-01-02-17.wav,Ravdess,17,male,3,male_happy,Train
963,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-02-02-01-17.wav,Ravdess,17,male,2,male_calm,Train
965,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-01-01-02-17.wav,Ravdess,17,male,2,male_calm,Train
967,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-01-02-01-17.wav,Ravdess,17,male,3,male_happy,Train
968,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-02-01-01-17.wav,Ravdess,17,male,2,male_calm,Train
971,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-05-02-01-02-17.wav,Ravdess,17,male,5,male_angry,Train
972,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-01-02-02-17.wav,Ravdess,17,male,2,male_calm,Train
973,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-01-01-01-17.wav,Ravdess,17,male,3,male_happy,Train
974,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-05-01-01-01-17.wav,Ravdess,17,male,5,male_angry,Train
975,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-01-01-01-02-17.wav,Ravdess,17,male,1,male_neutral,Train
976,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-01-01-01-01-17.wav,Ravdess,17,male,1,male_neutral,Train
978,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-04-01-01-01-17.wav,Ravdess,17,male,4,male_sad,Train
979,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-01-02-02-17.wav,Ravdess,17,male,3,male_happy,Train
981,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-04-02-02-01-17.wav,Ravdess,17,male,4,male_sad,Train
982,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-01-01-02-02-17.wav,Ravdess,17,male,1,male_neutral,Train
983,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-01-02-01-17.wav,Ravdess,17,male,2,male_calm,Train
984,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-02-02-02-17.wav,Ravdess,17,male,3,male_happy,Train
986,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-02-01-02-17.wav,Ravdess,17,male,2,male_calm,Train
987,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-02-02-02-17.wav,Ravdess,17,male,2,male_calm,Train
988,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-02-02-01-17.wav,Ravdess,17,male,3,male_happy,Train
989,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-03-02-01-01-17.wav,Ravdess,17,male,3,male_happy,Train
990,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-02-01-01-01-17.wav,Ravdess,17,male,2,male_calm,Train
991,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-01-01-02-01-17.wav,Ravdess,17,male,1,male_neutral,Train
996,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-02-02-01-17.wav,Ravdess,17,male,8,male_surprised,Train
997,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-02-01-01-17.wav,Ravdess,17,male,8,male_surprised,Train
998,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-07-02-02-01-17.wav,Ravdess,17,male,7,male_disgust,Train
999,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-06-02-01-02-17.wav,Ravdess,17,male,6,male_fearful,Train
1001,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-07-01-02-02-17.wav,Ravdess,17,male,7,male_disgust,Train
1002,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-06-01-02-01-17.wav,Ravdess,17,male,6,male_fearful,Train
1003,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-07-01-01-02-17.wav,Ravdess,17,male,7,male_disgust,Train
1005,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-01-02-02-17.wav,Ravdess,17,male,8,male_surprised,Train
1006,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-01-01-02-17.wav,Ravdess,17,male,8,male_surprised,Train
1007,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-07-02-01-01-17.wav,Ravdess,17,male,7,male_disgust,Train
1009,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-02-02-02-17.wav,Ravdess,17,male,8,male_surprised,Train
1011,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-07-02-02-02-17.wav,Ravdess,17,male,7,male_disgust,Train
1013,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-07-01-02-01-17.wav,Ravdess,17,male,7,male_disgust,Train
1014,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-06-02-02-01-17.wav,Ravdess,17,male,6,male_fearful,Train
1015,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-02-01-02-17.wav,Ravdess,17,male,8,male_surprised,Train
1016,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-01-01-01-17.wav,Ravdess,17,male,8,male_surprised,Train
1017,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-06-02-02-02-17.wav,Ravdess,17,male,6,male_fearful,Train
1019,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_17/03-01-08-01-02-01-17.wav,Ravdess,17,male,8,male_surprised,Train
1020,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-01-01-02-02-18.wav,Ravdess,18,female,1,female_neutral,Train
1021,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-04-01-01-02-18.wav,Ravdess,18,female,4,female_sad,Train
1022,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-02-02-01-18.wav,Ravdess,18,female,2,female_calm,Train
1023,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-01-01-02-18.wav,Ravdess,18,female,2,female_calm,Train
1024,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-02-02-01-18.wav,Ravdess,18,female,3,female_happy,Train
1025,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-02-01-02-18.wav,Ravdess,18,female,3,female_happy,Train
1026,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-01-01-02-01-18.wav,Ravdess,18,female,1,female_neutral,Train
1028,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-01-01-01-01-18.wav,Ravdess,18,female,1,female_neutral,Train
1029,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-02-02-02-18.wav,Ravdess,18,female,3,female_happy,Train
1031,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-01-02-02-18.wav,Ravdess,18,female,3,female_happy,Train
1032,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-02-02-02-18.wav,Ravdess,18,female,2,female_calm,Train
1033,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-04-01-02-01-18.wav,Ravdess,18,female,4,female_sad,Train
1034,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-01-01-01-02-18.wav,Ravdess,18,female,1,female_neutral,Train
1035,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-01-01-01-18.wav,Ravdess,18,female,2,female_calm,Train
1036,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-01-02-02-18.wav,Ravdess,18,female,2,female_calm,Train
1037,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-01-02-01-18.wav,Ravdess,18,female,3,female_happy,Train
1038,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-01-01-01-18.wav,Ravdess,18,female,3,female_happy,Train
1039,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-04-01-02-02-18.wav,Ravdess,18,female,4,female_sad,Train
1040,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-02-01-02-18.wav,Ravdess,18,female,2,female_calm,Train
1041,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-04-01-01-01-18.wav,Ravdess,18,female,4,female_sad,Train
1042,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-01-01-02-18.wav,Ravdess,18,female,3,female_happy,Train
1043,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-02-01-01-18.wav,Ravdess,18,female,2,female_calm,Train
1044,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-02-01-02-01-18.wav,Ravdess,18,female,2,female_calm,Train
1045,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-03-02-01-01-18.wav,Ravdess,18,female,3,female_happy,Train
1047,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-07-01-01-02-18.wav,Ravdess,18,female,7,female_disgust,Train
1048,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-04-02-02-01-18.wav,Ravdess,18,female,4,female_sad,Train
1049,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-02-02-02-18.wav,Ravdess,18,female,8,female_surprised,Train
1051,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-02-01-02-18.wav,Ravdess,18,female,8,female_surprised,Train
1054,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-02-02-01-18.wav,Ravdess,18,female,8,female_surprised,Train
1055,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-05-02-01-02-18.wav,Ravdess,18,female,5,female_angry,Train
1057,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-06-02-02-01-18.wav,Ravdess,18,female,6,female_fearful,Train
1063,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-01-01-02-18.wav,Ravdess,18,female,8,female_surprised,Train
1064,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-05-01-02-02-18.wav,Ravdess,18,female,5,female_angry,Train
1066,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_18/03-01-08-01-01-01-18.wav,Ravdess,18,female,8,female_surprised,Train
